bodyId_pre,bodyId_post,pre_name,post_name,type_pre_col,type_post_col,type_pre,type_post,roi_pre,roi_post,count
697001770,1322133858,EPG_L2_697001770,ER1a_R_1322133858,EPG_L2,ER1a_R,EPG,ER1,EB,EB,3
5813053866,1167295853,ER4m_R_5813053866,ER4d_L_1167295853,ER4m_R,ER4d_L,ER4m,ER4d,EB,EB,3
942522378,911919917,Delta7_L2R7_942522378,Delta7_L1L9R8_911919917,Delta7_L2R7,Delta7_L1L9R8,Delta7,Delta7,PB,PB,3
697001770,1167982211,EPG_L2_697001770,ER4d_L_1167982211,EPG_L2,ER4d_L,EPG,ER4d,EB,EB,3
697001770,1167300154,EPG_L2_697001770,ER4d_R_1167300154,EPG_L2,ER4d_R,EPG,ER4d,EB,EB,3
1230738237,1231070792,ER5_R_1230738237,ER5_L_1231070792,ER5_R,ER5_L,ER5,ER5,EB,EB,3
5812979082,1261086863,ER2d_L_5812979082,ER3da_L_1261086863,ER2d_L,ER3da_L,ER2,ER3d,EB,EB,3
697001770,1167295916,EPG_L2_697001770,ER4d_R_1167295916,EPG_L2,ER4d_R,EPG,ER4d,EB,EB,3
5812979082,1229369776,ER2d_L_5812979082,ER2b_R_1229369776,ER2d_L,ER2b_R,ER2,ER2,EB,EB,3
1167641412,1198257581,ER4m_L_1167641412,ER2a_R_1198257581,ER4m_L,ER2a_R,ER4m,ER2,EB,EB,3
1106180107,1167645442,ER2a_R_1106180107,ER4m_R_1167645442,ER2a_R,ER4m_R,ER2,ER4m,EB,EB,3
696362840,911138168,EPG_L5_696362840,Delta7_L4R5_911138168,EPG_L5,Delta7_L4R5,EPG,Delta7,PB,PB,3
5813020585,1199625952,ER3pa_R_5813020585,ER3wb_R_1199625952,ER3pa_R,ER3wb_R,ER3p,ER3w,EB,EB,3
1231675708,1262105575,ER3ab_R_1231675708,ER3aa_R_1262105575,ER3ab_R,ER3aa_R,ER3a,ER3a,EB,EB,3
696362840,942587380,EPG_L5_696362840,PEG_L4_942587380,EPG_L5,PEG_L4,EPG,PEG,PB,PB,3
973959177,880530613,Delta7_L6R3_973959177,Delta7_L5R4_880530613,Delta7_L6R3,Delta7_L5R4,Delta7,Delta7,PB,PB,3
1231675708,1262101350,ER3ab_R_1231675708,ER3ad_R_1262101350,ER3ab_R,ER3ad_R,ER3a,ER3a,EB,EB,3
819828986,942587380,EPG_L5_819828986,PEG_L4_942587380,EPG_L5,PEG_L4,EPG,PEG,PB,PB,3
1168064774,1167563121,ER2c_L_1168064774,ER2a_R_1167563121,ER2c_L,ER2a_R,ER2,ER2,EB,EB,3
1231675708,1261773286,ER3ab_R_1231675708,ER3ad_R_1261773286,ER3ab_R,ER3ad_R,ER3a,ER3a,EB,EB,3
1168064774,1167567702,ER2c_L_1168064774,ER2d_R_1167567702,ER2c_L,ER2d_R,ER2,ER2,EB,EB,3
1198680426,5813050767,ER2d_L_1198680426,ER4m_R_5813050767,ER2d_L,ER4m_R,ER2,ER4m,EB,EB,3
697001770,1105834722,EPG_L2_697001770,ER2c_R_1105834722,EPG_L2,ER2c_R,EPG,ER2,EB,EB,3
1198680426,5813053988,ER2d_L_1198680426,ER3wa_R_5813053988,ER2d_L,ER3wa_R,ER2,ER3w,EB,EB,3
1231675708,1261760414,ER3ab_R_1231675708,ER3ad_R_1261760414,ER3ab_R,ER3ad_R,ER3a,ER3a,EB,EB,3
697001770,1137210821,EPG_L2_697001770,ER2c_R_1137210821,EPG_L2,ER2c_R,EPG,ER2,EB,EB,3
1106180107,1167977970,ER2a_R_1106180107,ER4m_L_1167977970,ER2a_R,ER4m_L,ER2,ER4m,EB,EB,3
5812979082,1261086756,ER2d_L_5812979082,ER3da_R_1261086756,ER2d_L,ER3da_R,ER2,ER3d,EB,EB,3
1230738237,1231066741,ER5_R_1230738237,ER5_L_1231066741,ER5_R,ER5_L,ER5,ER5,EB,EB,3
1106180107,1198675740,ER2a_R_1106180107,ER2c_L_1198675740,ER2a_R,ER2c_L,ER2,ER2,EB,EB,3
819828986,910801332,EPG_L5_819828986,Delta7_L5R4_910801332,EPG_L5,Delta7_L5R4,EPG,Delta7,PB,PB,3
941810314,911906936,Delta7_L7R3_941810314,Delta7_L3R6_911906936,Delta7_L7R3,Delta7_L3R6,Delta7,Delta7,PB,PB,3
1198680441,1198334861,ER2d_L_1198680441,ER2a_L_1198334861,ER2d_L,ER2a_L,ER2,ER2,EB,EB,3
697001770,1198931241,EPG_L2_697001770,ER4d_R_1198931241,EPG_L2,ER4d_R,EPG,ER4d,EB,EB,3
697001770,1198943369,EPG_L2_697001770,ER2d_R_1198943369,EPG_L2,ER2d_R,EPG,ER2,EB,EB,3
1168064774,5813047793,ER2c_L_1168064774,ER4m_L_5813047793,ER2c_L,ER4m_L,ER2,ER4m,EB,EB,3
941814787,5813070465,Delta7_L6R3_941814787,PEN_b_L3_5813070465,Delta7_L6R3,PEN_b_L3,Delta7,PEN_b,PB,PB,3
697001770,1230480261,EPG_L2_697001770,ER2c_L_1230480261,EPG_L2,ER2c_L,EPG,ER2,EB,EB,3
789126240,5813048042,EPG_L5_789126240,Delta7_L5R4_5813048042,EPG_L5,Delta7_L5R4,EPG,Delta7,PB,PB,3
697001770,1261056809,EPG_L2_697001770,ER4d_L_1261056809,EPG_L2,ER4d_L,EPG,ER4d,EB,EB,3
5813047157,1136861363,PEN_b_L2_5813047157,ER2c_R_1136861363,PEN_b_L2,ER2c_R,PEN_b,ER2,EB,EB,3
5813022281,910442782,EPG_L4_5813022281,Delta7_L4R6_910442782,EPG_L4,Delta7_L4R6,EPG,Delta7,PB,PB,3
1231070863,1231066662,ER5_L_1231070863,ER5_R_1231066662,ER5_L,ER5_R,ER5,ER5,EB,EB,3
1231070863,1230738118,ER5_L_1231070863,ER5_L_1230738118,ER5_L,ER5_L,ER5,ER5,EB,EB,3
941814787,5813080979,Delta7_L6R3_941814787,PEN_a_L5_5813080979,Delta7_L6R3,PEN_a_L5,Delta7,PEN_a,PB,PB,3
789126240,973959177,EPG_L5_789126240,Delta7_L6R3_973959177,EPG_L5,Delta7_L6R3,EPG,Delta7,PB,PB,3
5813047157,1126647624,PEN_b_L2_5813047157,EPG_R8_1126647624,PEN_b_L2,EPG_R8,PEN_b,EPG,EB,EB,3
941814787,942522378,Delta7_L6R3_941814787,Delta7_L2R7_942522378,Delta7_L6R3,Delta7_L2R7,Delta7,Delta7,PB,PB,3
697001770,1292846965,EPG_L2_697001770,ER4d_L_1292846965,EPG_L2,ER4d_L,EPG,ER4d,EB,EB,3
1168249921,5813053988,ER2d_R_1168249921,ER3wa_R_5813053988,ER2d_R,ER3wa_R,ER2,ER3w,EB,EB,3
1168241257,1167567702,ER2c_R_1168241257,ER2d_R_1167567702,ER2c_R,ER2d_R,ER2,ER2,EB,EB,3
5813047157,1106180107,PEN_b_L2_5813047157,ER2a_R_1106180107,PEN_b_L2,ER2a_R,PEN_b,ER2,EB,EB,3
1230738247,5813020453,ER5_R_1230738247,ER5_R_5813020453,ER5_R,ER5_R,ER5,ER5,EB,EB,3
941814787,941482720,Delta7_L6R3_941814787,Delta7_L6R3_941482720,Delta7_L6R3,Delta7_L6R3,Delta7,Delta7,PB,PB,3
941814787,912243353,Delta7_L6R3_941814787,Delta7_L7R2_912243353,Delta7_L6R3,Delta7_L7R2,Delta7,Delta7,PB,PB,3
697001770,1198675740,EPG_L2_697001770,ER2c_L_1198675740,EPG_L2,ER2c_L,EPG,ER2,EB,EB,3
5813050767,1168059800,ER4m_R_5813050767,ER2c_L_1168059800,ER4m_R,ER2c_L,ER4m,ER2,EB,EB,3
1231070863,5813061251,ER5_L_1231070863,EPG_R8_5813061251,ER5_L,EPG_R8,ER5,EPG,EB,EB,3
942522378,911578496,Delta7_L2R7_942522378,Delta7_L2R7_911578496,Delta7_L2R7,Delta7_L2R7,Delta7,Delta7,PB,PB,3
1231079482,1447576662,ER5_L_1231079482,EPG_L1_1447576662,ER5_L,EPG_L1,ER5,EPG,EB,EB,3
1167563121,1230480261,ER2a_R_1167563121,ER2c_L_1230480261,ER2a_R,ER2c_L,ER2,ER2,EB,EB,3
1230738247,1126647624,ER5_R_1230738247,EPG_R8_1126647624,ER5_R,EPG_R8,ER5,EPG,EB,EB,3
5812979082,1261432052,ER2d_L_5812979082,ER3dd_L_1261432052,ER2d_L,ER3dd_L,ER2,ER3d,EB,EB,3
1198680441,1261436508,ER2d_L_1198680441,ER3da_R_1261436508,ER2d_L,ER3da_R,ER2,ER3d,EB,EB,3
941810314,911911004,Delta7_L7R3_941810314,Delta7_L1L9R8_911911004,Delta7_L7R3,Delta7_L1L9R8,Delta7,Delta7,PB,PB,3
1231079482,1231066662,ER5_L_1231079482,ER5_R_1231066662,ER5_L,ER5_R,ER5,ER5,EB,EB,3
697001770,1168241257,EPG_L2_697001770,ER2c_R_1168241257,EPG_L2,ER2c_R,EPG,ER2,EB,EB,3
942522378,911906936,Delta7_L2R7_942522378,Delta7_L3R6_911906936,Delta7_L2R7,Delta7_L3R6,Delta7,Delta7,PB,PB,3
1230738247,1230712894,ER5_R_1230738247,ER5_R_1230712894,ER5_R,ER5_R,ER5,ER5,EB,EB,3
1231079482,697001770,ER5_L_1231079482,EPG_L2_697001770,ER5_L,EPG_L2,ER5,EPG,EB,EB,3
1231079482,1230742431,ER5_L_1231079482,ER5_L_1230742431,ER5_L,ER5_L,ER5,ER5,EB,EB,3
1167563121,5812983887,ER2a_R_1167563121,ER3da_L_5812983887,ER2a_R,ER3da_L,ER2,ER3d,EB,EB,3
942522378,910442723,Delta7_L2R7_942522378,Delta7_L4R5_910442723,Delta7_L2R7,Delta7_L4R5,Delta7,Delta7,PB,PB,3
697001770,1198334861,EPG_L2_697001770,ER2a_L_1198334861,EPG_L2,ER2a_L,EPG,ER2,EB,EB,3
1106180107,1229710803,ER2a_R_1106180107,ER2b_L_1229710803,ER2a_R,ER2b_L,ER2,ER2,EB,EB,3
1231079482,1200049187,ER5_L_1231079482,ER5_L_1200049187,ER5_L,ER5_L,ER5,ER5,EB,EB,3
5813049948,1198684596,ER4m_L_5813049948,ER2a_L_1198684596,ER4m_L,ER2a_L,ER4m,ER2,EB,EB,2
1125964814,1322129730,EPG_R8_1125964814,ER1b_L_1322129730,EPG_R8,ER1b_L,EPG,ER1,EB,EB,2
1125964630,1291099014,PEN_a_R8_1125964630,ER1b_R_1291099014,PEN_a_R8,ER1b_R,PEN_a,ER1,EB,EB,2
1125964814,1291435693,EPG_R8_1125964814,ER1b_R_1291435693,EPG_R8,ER1b_R,EPG,ER1,EB,EB,2
1291444314,1261768832,ER1a_L_1291444314,ER3ac_L_1261768832,ER1a_L,ER3ac_L,ER1,ER3a,EB,EB,2
1125964630,1291094742,PEN_a_R8_1125964630,ER1b_L_1291094742,PEN_a_R8,ER1b_L,PEN_a,ER1,EB,EB,2
1322470509,5813038224,ER3pa_L_1322470509,ER3wa_L_5813038224,ER3pa_L,ER3wa_L,ER3p,ER3w,EB,EB,2
1125964814,1322142804,EPG_R8_1125964814,ER1b_L_1322142804,EPG_R8,ER1b_L,EPG,ER1,EB,EB,2
1291444314,1219069439,ER1a_L_1291444314,EPGt_R9_1219069439,ER1a_L,EPGt_R9,ER1,EPGt,EB,EB,2
1125964814,1322137688,EPG_R8_1125964814,ER1b_R_1322137688,EPG_R8,ER1b_R,EPG,ER1,EB,EB,2
1105834722,1168249921,ER2c_R_1105834722,ER2d_R_1168249921,ER2c_R,ER2d_R,ER2,ER2,EB,EB,2
1125964630,1292847181,PEN_a_R8_1125964630,ER4m_R_1292847181,PEN_a_R8,ER4m_R,PEN_a,ER4m,EB,EB,2
5813049948,1199289203,ER4m_L_5813049948,ER3wa_R_1199289203,ER4m_L,ER3wa_R,ER4m,ER3w,EB,EB,2
1105834722,1167567702,ER2c_R_1105834722,ER2d_R_1167567702,ER2c_R,ER2d_R,ER2,ER2,EB,EB,2
1291444314,1126647624,ER1a_L_1291444314,EPG_R8_1126647624,ER1a_L,EPG_R8,ER1,EPG,EB,EB,2
1291780675,1261760366,ER3m_R_1291780675,ER3aa_L_1261760366,ER3m_R,ER3aa_L,ER3m,ER3a,EB,EB,2
1125964630,1167977970,PEN_a_R8_1125964630,ER4m_L_1167977970,PEN_a_R8,ER4m_L,PEN_a,ER4m,EB,EB,2
1125964814,1324430237,EPG_R8_1125964814,ER6_R_1324430237,EPG_R8,ER6_R,EPG,ER6,EB,EB,2
5813050767,1198680426,ER4m_R_5813050767,ER2d_L_1198680426,ER4m_R,ER2d_L,ER4m,ER2,EB,EB,2
1125964814,1322129437,EPG_R8_1125964814,ER1a_L_1322129437,EPG_R8,ER1a_L,EPG,ER1,EB,EB,2
1291780675,5813040233,ER3m_R_1291780675,EPG_R8_5813040233,ER3m_R,EPG_R8,ER3m,EPG,EB,EB,2
1105834722,1190171884,ER2c_R_1105834722,PEG_L2_1190171884,ER2c_R,PEG_L2,ER2,PEG,EB,EB,2
1291444314,1353168228,ER1a_L_1291444314,ER1b_L_1353168228,ER1a_L,ER1b_L,ER1,ER1,EB,EB,2
1125964814,1167982211,EPG_R8_1125964814,ER4d_L_1167982211,EPG_R8,ER4d_L,EPG,ER4d,EB,EB,2
1125964814,1168059800,EPG_R8_1125964814,ER2c_L_1168059800,EPG_R8,ER2c_L,EPG,ER2,EB,EB,2
1125964814,1168064774,EPG_R8_1125964814,ER2c_L_1168064774,EPG_R8,ER2c_L,EPG,ER2,EB,EB,2
1106180107,1229369776,ER2a_R_1106180107,ER2b_R_1229369776,ER2a_R,ER2b_R,ER2,ER2,EB,EB,2
5813049948,5813047647,ER4m_L_5813049948,ER2c_R_5813047647,ER4m_L,ER2c_R,ER4m,ER2,EB,EB,2
1291780631,1262114202,ER3m_L_1291780631,ER3m_R_1262114202,ER3m_L,ER3m_R,ER3m,ER3m,EB,EB,2
5813049948,1260754053,ER4m_L_5813049948,ER3wa_R_1260754053,ER4m_L,ER3wa_R,ER4m,ER3w,EB,EB,2
1125964630,5813070465,PEN_a_R8_1125964630,PEN_b_L3_5813070465,PEN_a_R8,PEN_b_L3,PEN_a,PEN_b,EB,EB,2
1322470594,1199289203,ER3pa_L_1322470594,ER3wa_R_1199289203,ER3pa_L,ER3wa_R,ER3p,ER3w,EB,EB,2
5813049948,5813053988,ER4m_L_5813049948,ER3wa_R_5813053988,ER4m_L,ER3wa_R,ER4m,ER3w,EB,EB,2
1291444314,1322470462,ER1a_L_1291444314,ER1a_R_1322470462,ER1a_L,ER1a_R,ER1,ER1,EB,EB,2
1106180107,1260422110,ER2a_R_1106180107,ER2b_L_1260422110,ER2a_R,ER2b_L,ER2,ER2,EB,EB,2
1291444314,1322470368,ER1a_L_1291444314,ER1a_R_1322470368,ER1a_L,ER1a_R,ER1,ER1,EB,EB,2
1125964814,1125969082,EPG_R8_1125964814,PEG_R9_1125969082,EPG_R8,PEG_R9,EPG,PEG,EB,EB,2
5813049948,5813045050,ER4m_L_5813049948,ER3wb_L_5813045050,ER4m_L,ER3wb_L,ER4m,ER3w,EB,EB,2
1291780631,1262105575,ER3m_L_1291780631,ER3aa_R_1262105575,ER3m_L,ER3aa_R,ER3m,ER3a,EB,EB,2
1291780631,1125964814,ER3m_L_1291780631,EPG_R8_1125964814,ER3m_L,EPG_R8,ER3m,EPG,EB,EB,2
1322470594,1260754053,ER3pa_L_1322470594,ER3wa_R_1260754053,ER3pa_L,ER3wa_R,ER3p,ER3w,EB,EB,2
1291780631,1230738163,ER3m_L_1291780631,ER3ac_L_1230738163,ER3m_L,ER3ac_L,ER3m,ER3a,EB,EB,2
1106180107,1198326456,ER2a_R_1106180107,ER4m_R_1198326456,ER2a_R,ER4m_R,ER2,ER4m,EB,EB,2
1291780631,1261086734,ER3m_L_1291780631,ER3da_R_1261086734,ER3m_L,ER3da_R,ER3m,ER3d,EB,EB,2
1322470509,1323156554,ER3pa_L_1322470509,ER3pb_R_1323156554,ER3pa_L,ER3pb_R,ER3p,ER3p,EB,EB,2
1291780631,1261423370,ER3m_L_1291780631,ER3da_R_1261423370,ER3m_L,ER3da_R,ER3m,ER3d,EB,EB,2
1322470594,1199625952,ER3pa_L_1322470594,ER3wb_R_1199625952,ER3pa_L,ER3wb_R,ER3p,ER3w,EB,EB,2
1125964814,1167641412,EPG_R8_1125964814,ER4m_L_1167641412,EPG_R8,ER4m_L,EPG,ER4m,EB,EB,2
1322470594,1219069439,ER3pa_L_1322470594,EPGt_R9_1219069439,ER3pa_L,EPGt_R9,ER3p,EPGt,EB,EB,2
5813050767,1168241257,ER4m_R_5813050767,ER2c_R_1168241257,ER4m_R,ER2c_R,ER4m,ER2,EB,EB,2
1291780631,1261760489,ER3m_L_1291780631,ER3ad_L_1261760489,ER3m_L,ER3ad_L,ER3m,ER3a,EB,EB,2
1291780631,1261427857,ER3m_L_1291780631,ER3da_L_1261427857,ER3m_L,ER3da_L,ER3m,ER3d,EB,EB,2
1106180107,1167645658,ER2a_R_1106180107,ER2c_R_1167645658,ER2a_R,ER2c_R,ER2,ER2,EB,EB,2
1106180107,1167641412,ER2a_R_1106180107,ER4m_L_1167641412,ER2a_R,ER4m_L,ER2,ER4m,EB,EB,2
1125964814,1106180107,EPG_R8_1125964814,ER2a_R_1106180107,EPG_R8,ER2a_R,EPG,ER2,EB,EB,2
1291444314,1322142804,ER1a_L_1291444314,ER1b_L_1322142804,ER1a_L,ER1b_L,ER1,ER1,EB,EB,2
1125964630,1322129610,PEN_a_R8_1125964630,ER1b_R_1322129610,PEN_a_R8,ER1b_R,PEN_a,ER1,EB,EB,2
1291780710,1261086734,ER3m_L_1291780710,ER3da_R_1261086734,ER3m_L,ER3da_R,ER3m,ER3d,EB,EB,2
1291780710,1230738163,ER3m_L_1291780710,ER3ac_L_1230738163,ER3m_L,ER3ac_L,ER3m,ER3a,EB,EB,2
1125964630,1322129730,PEN_a_R8_1125964630,ER1b_L_1322129730,PEN_a_R8,ER1b_L,PEN_a,ER1,EB,EB,2
1105834722,1198693217,ER2c_R_1105834722,ER4d_R_1198693217,ER2c_R,ER4d_R,ER2,ER4d,EB,EB,2
1291780675,1261768832,ER3m_R_1291780675,ER3ac_L_1261768832,ER3m_R,ER3ac_L,ER3m,ER3a,EB,EB,2
5813049948,1199699496,ER4m_L_5813049948,ER2c_L_1199699496,ER4m_L,ER2c_L,ER4m,ER2,EB,EB,2
1106180107,5813047793,ER2a_R_1106180107,ER4m_L_5813047793,ER2a_R,ER4m_L,ER2,ER4m,EB,EB,2
1291444314,1291435551,ER1a_L_1291444314,ER1a_R_1291435551,ER1a_L,ER1a_R,ER1,ER1,EB,EB,2
5813050767,1167904437,ER4m_R_5813050767,ER2c_R_1167904437,ER4m_R,ER2c_R,ER4m,ER2,EB,EB,2
5813049948,1199432267,ER4m_L_5813049948,ER3wa_L_1199432267,ER4m_L,ER3wa_L,ER4m,ER3w,EB,EB,2
1322470509,1292794996,ER3pa_L_1322470509,ER3m_R_1292794996,ER3pa_L,ER3m_R,ER3p,ER3m,EB,EB,2
1322470509,1291780710,ER3pa_L_1322470509,ER3m_L_1291780710,ER3pa_L,ER3m_L,ER3p,ER3m,EB,EB,2
1105834722,1198326456,ER2c_R_1105834722,ER4m_R_1198326456,ER2c_R,ER4m_R,ER2,ER4m,EB,EB,2
1291780710,1261768832,ER3m_L_1291780710,ER3ac_L_1261768832,ER3m_L,ER3ac_L,ER3m,ER3a,EB,EB,2
1125964630,1322129724,PEN_a_R8_1125964630,ER1b_L_1322129724,PEN_a_R8,ER1b_L,PEN_a,ER1,EB,EB,2
1291444314,1322129781,ER1a_L_1291444314,ER1a_R_1322129781,ER1a_L,ER1a_R,ER1,ER1,EB,EB,2
5813049948,1260400286,ER4m_L_5813049948,ER3wa_R_1260400286,ER4m_L,ER3wa_R,ER4m,ER3w,EB,EB,2
1291444314,1322133531,ER1a_L_1291444314,ER1b_L_1322133531,ER1a_L,ER1b_L,ER1,ER1,EB,EB,2
1125964814,1199017128,EPG_R8_1125964814,ER2b_L_1199017128,EPG_R8,ER2b_L,EPG,ER2,EB,EB,2
1125964630,1322129781,PEN_a_R8_1125964630,ER1a_R_1322129781,PEN_a_R8,ER1a_R,PEN_a,ER1,EB,EB,2
1125964814,1198931241,EPG_R8_1125964814,ER4d_R_1198931241,EPG_R8,ER4d_R,EPG,ER4d,EB,EB,2
1125964814,1198693217,EPG_R8_1125964814,ER4d_R_1198693217,EPG_R8,ER4d_R,EPG,ER4d,EB,EB,2
1105834722,5812979082,ER2c_R_1105834722,ER2d_L_5812979082,ER2c_R,ER2d_L,ER2,ER2,EB,EB,2
1125964630,1322133768,PEN_a_R8_1125964630,ER1a_L_1322133768,PEN_a_R8,ER1a_L,PEN_a,ER1,EB,EB,2
1291780710,1126647624,ER3m_L_1291780710,EPG_R8_1126647624,ER3m_L,EPG_R8,ER3m,EPG,EB,EB,2
1125964630,1322133825,PEN_a_R8_1125964630,ER1a_L_1322133825,PEN_a_R8,ER1a_L,PEN_a,ER1,EB,EB,2
1125964814,1198680441,EPG_R8_1125964814,ER2d_L_1198680441,EPG_R8,ER2d_L,EPG,ER2,EB,EB,2
5813050767,1167632513,ER4m_R_5813050767,ER4d_R_1167632513,ER4m_R,ER4d_R,ER4m,ER4d,EB,EB,2
1125964630,1322470462,PEN_a_R8_1125964630,ER1a_R_1322470462,PEN_a_R8,ER1a_R,PEN_a,ER1,EB,EB,2
1125964630,1352823209,PEN_a_R8_1125964630,ER1a_L_1352823209,PEN_a_R8,ER1a_L,PEN_a,ER1,EB,EB,2
5813050767,1198413357,ER4m_R_5813050767,ER2c_L_1198413357,ER4m_R,ER2c_L,ER4m,ER2,EB,EB,2
1125964630,5813053866,PEN_a_R8_1125964630,ER4m_R_5813053866,PEN_a_R8,ER4m_R,PEN_a,ER4m,EB,EB,2
1125964814,1198684596,EPG_R8_1125964814,ER2a_L_1198684596,EPG_R8,ER2a_L,EPG,ER2,EB,EB,2
1291103485,1125964814,ER1a_L_1291103485,EPG_R8_1125964814,ER1a_L,EPG_R8,ER1,EPG,EB,EB,2
1125964814,1352823209,EPG_R8_1125964814,ER1a_L_1352823209,EPG_R8,ER1a_L,EPG,ER1,EB,EB,2
1167563121,5813080272,ER2a_R_1167563121,ER3dd_L_5813080272,ER2a_R,ER3dd_L,ER2,ER3d,EB,EB,2
1167567702,1261423370,ER2d_R_1167567702,ER3da_R_1261423370,ER2d_R,ER3da_R,ER2,ER3d,EB,EB,2
1322811160,1261768859,ER3pb_L_1322811160,ER3db_R_1261768859,ER3pb_L,ER3db_R,ER3p,ER3d,EB,EB,2
1167567702,1261086756,ER2d_R_1167567702,ER3da_R_1261086756,ER2d_R,ER3da_R,ER2,ER3d,EB,EB,2
1167567702,1261086734,ER2d_R_1167567702,ER3da_R_1261086734,ER2d_R,ER3da_R,ER2,ER3d,EB,EB,2
1167567702,1229369776,ER2d_R_1167567702,ER2b_R_1229369776,ER2d_R,ER2b_R,ER2,ER2,EB,EB,2
1167567702,1199699496,ER2d_R_1167567702,ER2c_L_1199699496,ER2d_R,ER2c_L,ER2,ER2,EB,EB,2
1167567702,1199625952,ER2d_R_1167567702,ER3wb_R_1199625952,ER2d_R,ER3wb_R,ER2,ER3w,EB,EB,2
1262114188,1261768832,ER3m_R_1262114188,ER3ac_L_1261768832,ER3m_R,ER3ac_L,ER3m,ER3a,EB,EB,2
1322811160,1261427857,ER3pb_L_1322811160,ER3da_L_1261427857,ER3pb_L,ER3da_L,ER3p,ER3d,EB,EB,2
1167567702,1198675740,ER2d_R_1167567702,ER2c_L_1198675740,ER2d_R,ER2c_L,ER2,ER2,EB,EB,2
1262114188,1262105601,ER3m_R_1262114188,ER3aa_L_1262105601,ER3m_R,ER3aa_L,ER3m,ER3a,EB,EB,2
1167567702,1198257581,ER2d_R_1167567702,ER2a_R_1198257581,ER2d_R,ER2a_R,ER2,ER2,EB,EB,2
1167567702,1167977970,ER2d_R_1167567702,ER4m_L_1167977970,ER2d_R,ER4m_L,ER2,ER4m,EB,EB,2
1167567702,1167645442,ER2d_R_1167567702,ER4m_R_1167645442,ER2d_R,ER4m_R,ER2,ER4m,EB,EB,2
1167567702,1167641412,ER2d_R_1167567702,ER4m_L_1167641412,ER2d_R,ER4m_L,ER2,ER4m,EB,EB,2
1262114188,1322470594,ER3m_R_1262114188,ER3pa_L_1322470594,ER3m_R,ER3pa_L,ER3m,ER3p,EB,EB,2
1262114188,1355810793,ER3m_R_1262114188,ER3aa_R_1355810793,ER3m_R,ER3aa_R,ER3m,ER3a,EB,EB,2
1322811160,1261773414,ER3pb_L_1322811160,ER3db_R_1261773414,ER3pb_L,ER3db_R,ER3p,ER3d,EB,EB,2
1262114188,912545106,ER3m_R_1262114188,EPG_L2_912545106,ER3m_R,EPG_L2,ER3m,EPG,EB,EB,2
1167567702,1261423534,ER2d_R_1167567702,ER3dd_R_1261423534,ER2d_R,ER3dd_R,ER2,ER3d,EB,EB,2
1167632513,1167904437,ER4d_R_1167632513,ER2c_R_1167904437,ER4d_R,ER2c_R,ER4d,ER2,EB,EB,2
5813047647,1199017128,ER2c_R_5813047647,ER2b_L_1199017128,ER2c_R,ER2b_L,ER2,ER2,EB,EB,2
1167632513,1199712167,ER4d_R_1167632513,ER2c_L_1199712167,ER4d_R,ER2c_L,ER4d,ER2,EB,EB,2
1322811160,1262114188,ER3pb_L_1322811160,ER3m_R_1262114188,ER3pb_L,ER3m_R,ER3p,ER3m,EB,EB,2
1167632513,1198671672,ER4d_R_1167632513,ER2c_L_1198671672,ER4d_R,ER2c_L,ER4d,ER2,EB,EB,2
5813047647,1261091124,ER2c_R_5813047647,ER3da_L_1261091124,ER2c_R,ER3da_L,ER2,ER3d,EB,EB,2
1262114112,1261768913,ER3aa_R_1262114112,ER3m_R_1261768913,ER3aa_R,ER3m_R,ER3a,ER3m,EB,EB,2
1262114112,1261773330,ER3aa_R_1262114112,ER3ad_L_1261773330,ER3aa_R,ER3ad_L,ER3a,ER3a,EB,EB,2
1262114112,1262105637,ER3aa_R_1262114112,ER3m_R_1262105637,ER3aa_R,ER3m_R,ER3a,ER3m,EB,EB,2
5813047647,5813050767,ER2c_R_5813047647,ER4m_R_5813050767,ER2c_R,ER4m_R,ER2,ER4m,EB,EB,2
1167632513,1105834722,ER4d_R_1167632513,ER2c_R_1105834722,ER4d_R,ER2c_R,ER4d,ER2,EB,EB,2
1262114112,1292794996,ER3aa_R_1262114112,ER3m_R_1292794996,ER3aa_R,ER3m_R,ER3a,ER3m,EB,EB,2
1167567702,5813061251,ER2d_R_1167567702,EPG_R8_5813061251,ER2d_R,EPG_R8,ER2,EPG,EB,EB,2
1262114112,1293136062,ER3aa_R_1262114112,ER3aa_R_1293136062,ER3aa_R,ER3aa_R,ER3a,ER3a,EB,EB,2
1262114112,1355810793,ER3aa_R_1262114112,ER3aa_R_1355810793,ER3aa_R,ER3aa_R,ER3a,ER3a,EB,EB,2
1262114112,1447576662,ER3aa_R_1262114112,EPG_L1_1447576662,ER3aa_R,EPG_L1,ER3a,EPG,EB,EB,2
5813047647,5813049948,ER2c_R_5813047647,ER4m_L_5813049948,ER2c_R,ER4m_L,ER2,ER4m,EB,EB,2
1167567702,1105834722,ER2d_R_1167567702,ER2c_R_1105834722,ER2d_R,ER2c_R,ER2,ER2,EB,EB,2
1262114188,5813020568,ER3m_R_1262114188,ER3pa_R_5813020568,ER3m_R,ER3pa_R,ER3m,ER3p,EB,EB,2
1262105637,5813061251,ER3m_R_1262105637,EPG_R8_5813061251,ER3m_R,EPG_R8,ER3m,EPG,EB,EB,2
1167563121,5813050767,ER2a_R_1167563121,ER4m_R_5813050767,ER2a_R,ER4m_R,ER2,ER4m,EB,EB,2
